height,block_counts
1448,6
1449,3
1450,7
1451,5
1452,7
1453,6
1454,5
1455,5
1456,8
1457,5
1458,5
1459,5
1460,6
1461,6
1462,3
1463,2
1464,4
1465,9
1466,4
1467,2
1468,9
1469,6
1470,5
1471,8
1472,3
1473,6
1474,9
1475,1
1476,6
1477,9
1478,3
1479,5
1480,1
1481,6
1482,7
1483,4
1484,5
1485,6
1486,5
1487,7
1488,8
1489,2
1490,7
1491,5
1492,6
1493,6
1494,2
1495,4
1496,6
1497,6
1498,8
1499,8
1500,4
1501,3
1502,5
1503,3
1504,2
1505,5
1506,3
1507,6
1508,4
1509,5
1510,3
1511,5
1512,3
1513,5
1514,2
1515,6
1516,3
1517,5
1518,1
1519,8
1520,3
1521,6
1522,3
1523,3
1524,5
1525,4
1526,6
1527,8
1528,4
1529,4
1530,5
1531,11
1532,4
1533,9
1534,6
1535,4
1536,2
1537,15
1538,4
1539,7
1540,7
1541,5
1542,5
1543,6
1544,1
1545,9
1546,5
1547,6
1548,5
1549,9
1550,5
1551,7
1552,2
1553,6
1554,4
1555,5
1556,6
1557,3
1558,5
1559,8
1560,9
1561,3
1562,5
1563,6
1564,8
1565,6
1566,3
1567,4
1568,8
1569,4
1570,9
1571,4
1572,3
1573,6
1574,1
1575,8
1576,3
1577,3
1578,8
1579,4
1580,4
1581,5
1582,8
1583,3
1584,3
1585,8
1586,4
1587,4
1588,6
1589,4
1590,3
1591,3
1592,2
1593,5
1594,4
1595,7
1596,8
1597,9
1598,4
1599,7
1600,1
1601,2
1602,4
1603,4
1604,2
1605,7
1606,2
1607,4
1608,9
1609,4
1610,4
1611,7
1612,5
1613,8
1614,5
1615,4
1616,5
1617,5
1618,5
1619,8
1620,6
1621,4
1622,5
1623,2
1624,4
1625,4
1626,5
1627,1
1628,6
1629,3
1630,6
1631,5
1632,2
1633,4
1634,5
1635,7
1636,6
1637,6
1638,4
1639,6
1640,5
1641,6
1642,6
1643,9
1644,4
1645,3
1646,9
1647,11
1648,3
1649,8
1650,5
1651,7
1652,2
1653,5
1654,10
1655,6
1656,5
1657,7
1658,9
1659,8
1660,3
1661,4
1662,5
1663,2
1664,4
1665,3
1666,1
1667,1
1668,5
1669,6
1670,5
1671,3
1672,1
1673,5
1674,4
1675,7
1676,7
1677,7
1678,5
1679,2
1680,4
1681,5
1682,3
1683,3
1684,2
1685,6
1686,3
1687,5
1688,5
1689,5
1690,2
1691,3
1692,3
1693,8
1694,4
1695,6
1696,6
1697,5
1698,2
1699,8
1700,6
1701,5
1702,3
1703,7
1704,2
1705,2
1706,3
1707,3
1708,3
1709,6
1710,2
1711,7
1712,8
1713,4
1714,3
1715,4
1716,3
1717,2
1718,6
1719,3
1720,8
1721,6
1722,8
1723,8
1724,9
1725,5
1726,5
1727,7
1728,9
1729,2
1730,9
1731,3
1732,4
1733,9
1734,8
1735,0
1736,4
1737,5
1738,5
1739,4
1740,4
1741,2
1742,3
1743,4
1744,11
1745,4
1746,8
1747,7
1748,5
1749,4
1750,5
1751,2
1752,4
1753,7
1754,8
1755,2
1756,3
1757,5
1758,6
1759,3
1760,5
1761,5
1762,6
1763,2
1764,4
1765,5
1766,3
1767,6
1768,7
1769,5
1770,5
1771,3
1772,9
1773,4
1774,9
1775,8
1776,4
1777,2
1778,3
1779,5
1780,6
1781,7
1782,1
1783,5
1784,4
1785,9
1786,5
1787,7
1788,5
1789,5
1790,6
1791,9
1792,5
1793,4
1794,5
1795,3
1796,7
1797,6
1798,7
1799,4
1800,5
1801,3
1802,5
1803,6
1804,9
1805,5
1806,2
1807,7
1808,9
1809,6
1810,3
1811,3
1812,5
1813,8
1814,4
1815,7
1816,11
1817,6
1818,7
1819,6
1820,7
1821,5
1822,2
1823,3
1824,3
1825,11
1826,3
1827,5
1828,2
1829,7
1830,6
1831,7
1832,5
1833,4
1834,4
1835,3
1836,1
1837,7
1838,7
1839,7
1840,4
1841,4
1842,7
1843,7
1844,5
1845,4
1846,2
1847,5
1848,7
1849,5
1850,5
1851,5
1852,7
1853,7
1854,9
1855,5
1856,3
1857,2
1858,5
1859,10
1860,6
1861,7
1862,4
1863,2
1864,7
1865,6
1866,3
1867,5
1868,5
1869,3
1870,4
1871,6
1872,6
1873,7
1874,6
1875,6
1876,3
1877,4
1878,4
1879,4
1880,8
1881,3
1882,6
1883,10
1884,6
1885,6
1886,4
1887,6
1888,4
1889,5
1890,7
1891,3
1892,4
1893,7
1894,4
1895,3
1896,3
1897,4
1898,4
1899,4
1900,11
1901,6
1902,5
1903,3
1904,4
1905,5
1906,4
1907,6
1908,7
1909,8
1910,4
1911,6
1912,6
1913,2
1914,5
1915,9
1916,4
1917,5
1918,2
1919,6
1920,7
1921,5
1922,8
1923,4
1924,1
1925,6
1926,6
1927,4
1928,5
1929,3
1930,3
1931,6
1932,8
1933,3
1934,4
1935,2
1936,3
1937,9
1938,3
1939,2
1940,2
1941,6
1942,8
1943,2
1944,4
1945,4
1946,3
1947,5
1948,2
1949,2
1950,2
1951,8
1952,3
1953,4
1954,6
1955,5
1956,3
1957,7
1958,5
1959,3
1960,4
1961,6
1962,3
1963,3
1964,4
1965,2
1966,3
1967,2
1968,2
1969,2
1970,4
1971,4
1972,4
1973,2
1974,4
1975,4
1976,6
1977,8
1978,4
1979,3
1980,10
1981,7
1982,5
1983,5
1984,4
1985,5
1986,3
1987,5
1988,5
1989,1
1990,4
1991,6
1992,2
1993,3
1994,1
1995,3
1996,6
1997,7
1998,9
1999,4
2000,8
2001,6
2002,3
2003,4
2004,5
2005,7
2006,7
2007,2
2008,6
2009,8
2010,4
2011,1
2012,5
2013,5
2014,3
2015,2
2016,1
2017,3
2018,4
2019,8
2020,5
2021,8
2022,7
2023,5
2024,7
2025,8
2026,4
2027,4
2028,4
2029,3
2030,7
2031,9
2032,9
2033,5
2034,8
2035,10
2036,8
2037,6
2038,6
2039,5
2040,8
2041,8
2042,2
2043,5
2044,5
2045,6
2046,8
2047,6
2048,5
2049,4
2050,5
2051,5
2052,8
2053,3
2054,5
2055,7
2056,3
2057,5
2058,4
2059,7
2060,7
2061,6
2062,5
2063,7
2064,5
2065,4
2066,1
2067,5
2068,3
2069,5
2070,4
2071,4
2072,5
2073,5
2074,10
2075,5
2076,5
2077,4
2078,3
2079,8
2080,3
2081,3
2082,2
2083,5
2084,3
2085,8
2086,4
2087,3
2088,2
2089,4
2090,3
2091,4
2092,6
2093,8
2094,11
2095,5
2096,9
2097,3
2098,3
2099,3
2100,0
2101,3
2102,7
2103,5
2104,6
2105,4
2106,4
2107,6
2108,4
2109,7
2110,4
2111,8
2112,6
2113,7
2114,5
2115,7
2116,6
2117,3
2118,6
2119,5
2120,4
2121,2
2122,7
2123,3
2124,4
2125,5
2126,3
2127,4
2128,5
2129,5
2130,8
2131,2
2132,2
2133,11
2134,0
2135,5
2136,5
2137,7
2138,3
2139,3
2140,3
2141,5
2142,2
2143,5
2144,4
2145,3
2146,7
2147,3
2148,1
2149,6
2150,4
2151,7
2152,5
2153,5
2154,5
2155,4
2156,6
2157,2
2158,4
2159,6
2160,5
2161,3
2162,5
2163,4
2164,5
2165,8
2166,3
2167,6
2168,5
2169,2
2170,3
2171,3
2172,5
2173,8
2174,7
2175,7
2176,0
2177,2
2178,3
2179,6
2180,8
2181,4
2182,4
2183,8
2184,8
2185,3
2186,5
2187,3
2188,1
2189,4
2190,6
2191,6
2192,5
2193,4
2194,4
2195,6
2196,5
2197,5
2198,5
2199,7
2200,5
2201,2
2202,6
2203,6
2204,9
2205,4
2206,4
2207,4
2208,3
2209,3
2210,4
2211,5
2212,6
2213,6
2214,6
2215,10
2216,3
2217,2
2218,2
2219,6
2220,7
2221,4
2222,3
2223,7
2224,2
2225,7
2226,2
2227,4
2228,4
2229,1
2230,5
2231,11
2232,5
2233,7
2234,7
2235,5
2236,4
2237,6
2238,4
2239,5
2240,7
2241,3
2242,4
2243,5
2244,5
2245,3
2246,7
2247,9
2248,9
2249,8
2250,7
2251,2
2252,4
2253,3
2254,4
2255,6
2256,4
2257,5
2258,4
2259,7
2260,1
2261,4
2262,6
2263,3
2264,4
2265,5
2266,7
2267,7
2268,4
2269,9
2270,10
2271,3
2272,5
2273,5
2274,8
2275,0
2276,6
2277,4
2278,3
2279,4
2280,4
2281,7
2282,3
2283,5
2284,4
2285,6
2286,3
2287,9
2288,2
2289,6
2290,3
2291,5
2292,9
2293,1
2294,6
2295,4
2296,4
2297,5
2298,5
2299,4
2300,2
2301,4
2302,3
2303,4
2304,5
2305,6
2306,6
2307,3
2308,9
2309,4
2310,6
2311,4
2312,7
2313,7
2314,6
2315,3
2316,3
2317,4
2318,4
2319,5
2320,5
2321,6
2322,6
2323,3
2324,5
2325,6
2326,1
2327,5
2328,1
2329,4
2330,2
2331,4
2332,6
2333,8
2334,5
2335,2
2336,5
2337,8
2338,7
2339,5
2340,4
2341,4
2342,6
2343,2
2344,5
2345,4
2346,4
2347,7
2348,4
2349,3
2350,1
2351,5
2352,5
2353,5
2354,6
2355,3
2356,0
2357,5
2358,6
2359,4
2360,6
2361,9
2362,5
2363,2
2364,7
2365,2
2366,4
2367,4
2368,4
2369,3
2370,5
2371,4
2372,7
2373,8
2374,8
2375,7
2376,3
2377,6
2378,9
2379,6
2380,9
2381,4
2382,7
2383,1
2384,5
2385,9
2386,7
2387,5
2388,6
2389,4
2390,6
2391,5
2392,6
2393,2
2394,6
2395,2
2396,7
2397,5
2398,7
2399,8
2400,4
2401,4
2402,4
2403,4
2404,7
2405,5
2406,6
2407,5
2408,4
2409,5
2410,5
2411,7
2412,0
2413,9
2414,5
2415,6
2416,6
2417,2
2418,6
2419,4
2420,4
2421,1
2422,2
2423,3
2424,2
2425,6
2426,6
2427,3
2428,4
2429,11
2430,6
2431,6
2432,3
2433,4
2434,8
2435,7
2436,6
2437,4
2438,6
2439,10
2440,6
2441,6
2442,4
2443,4
2444,6
2445,4
2446,5
2447,4
2448,4
2449,3
2450,4
2451,5
2452,4
2453,9
2454,5
2455,1
2456,4
2457,6
2458,2
2459,7
2460,1
2461,6
2462,3
2463,6
2464,6
2465,4
2466,4
2467,2
2468,4
2469,2
2470,11
2471,4
2472,5
2473,10
2474,6
2475,6
2476,5
2477,3
2478,8
2479,4
2480,7
2481,6
2482,3
2483,5
2484,8
2485,2
2486,7
2487,3
2488,2
2489,6
2490,3
2491,3
2492,5
2493,5
2494,3
2495,4
2496,7
2497,3
2498,4
2499,4
2500,3
2501,5
2502,3
2503,4
2504,6
2505,8
2506,4
2507,7
2508,6
2509,3
2510,4
2511,6
2512,5
2513,5
2514,6
2515,1
2516,5
2517,1
2518,4
2519,4
2520,2
2521,3
2522,9
2523,9
2524,9
2525,2
2526,10
2527,9
2528,5
2529,3
2530,5
2531,6
2532,8
2533,3
2534,3
2535,10
2536,2
2537,4
2538,4
2539,2
2540,3
2541,2
2542,6
2543,7
2544,4
2545,4
2546,4
2547,3
2548,4
2549,5
2550,4
2551,4
2552,5
2553,7
2554,3
2555,7
2556,8
2557,6
2558,6
2559,6
2560,6
2561,5
2562,7
2563,3
2564,4
2565,5
2566,4
2567,7
2568,5
2569,5
2570,7
2571,7
2572,1
2573,6
2574,7
2575,3
2576,5
2577,6
2578,8
2579,6
2580,5
2581,10
2582,8
2583,6
2584,5
2585,3
2586,3
2587,2
2588,7
2589,6
2590,4
2591,7
2592,6
2593,3
2594,5
2595,6
2596,4
2597,3
2598,8
2599,1
2600,5
2601,7
2602,5
2603,9
2604,3
2605,4
2606,5
2607,6
2608,5
2609,5
2610,8
2611,3
2612,4
2613,3
2614,4
2615,5
2616,5
2617,5
2618,8
2619,7
2620,5
2621,5
2622,5
2623,5
2624,5
2625,4
2626,3
2627,4
2628,8
2629,6
2630,4
2631,2
2632,4
2633,7
2634,6
2635,3
2636,4
2637,6
2638,6
2639,3
2640,6
2641,6
2642,4
2643,6
2644,4
2645,6
2646,9
2647,10
2648,5
2649,3
2650,6
2651,4
2652,5
2653,2
2654,3
2655,3
2656,7
2657,10
2658,6
2659,5
2660,3
2661,6
2662,3
2663,8
2664,3
2665,2
2666,5
2667,6
2668,3
2669,7
2670,6
2671,3
2672,3
2673,6
2674,3
2675,6
2676,5
2677,7
2678,9
2679,3
2680,4
2681,7
2682,5
2683,6
2684,7
2685,2
2686,5
2687,0
2688,4
2689,3
2690,2
2691,4
2692,6
2693,2
2694,1
2695,8
2696,6
2697,5
2698,5
2699,2
2700,4
2701,2
2702,5
2703,4
2704,8
2705,4
2706,6
2707,3
2708,4
2709,4
2710,9
2711,7
2712,5
2713,4
2714,6
2715,7
2716,1
2717,7
2718,4
2719,1
2720,9
2721,5
2722,5
2723,6
2724,3
2725,6
2726,7
2727,6
2728,4
2729,5
2730,10
2731,4
2732,5
2733,4
2734,5
2735,9
2736,6
2737,6
2738,2
2739,7
2740,4
2741,5
2742,4
2743,0
2744,1
2745,2
2746,9
2747,3
2748,6
2749,1
2750,5
2751,4
2752,4
2753,7
2754,5
2755,3
2756,7
2757,6
2758,2
2759,8
2760,7
2761,2
2762,5
2763,5
2764,3
2765,7
2766,8
2767,6
2768,7
2769,4
2770,5
2771,6
2772,5
2773,7
2774,3
2775,6
2776,3
2777,7
2778,7
2779,6
2780,2
2781,5
2782,5
2783,6
2784,3
2785,2
2786,6
2787,12
2788,7
2789,7
2790,7
2791,2
2792,2
2793,5
2794,4
2795,6
2796,4
2797,4
2798,4
2799,2
2800,4
2801,2
2802,5
2803,6
2804,6
2805,2
2806,2
2807,6
2808,7
2809,6
2810,5
2811,3
2812,1
2813,4
2814,2
2815,11
2816,7
2817,1
2818,3
2819,8
2820,4
2821,6
2822,8
2823,6
2824,4
2825,6
2826,6
2827,8
2828,4
2829,5
2830,5
2831,5
2832,9
2833,5
2834,7
2835,6
2836,8
2837,4
2838,6
2839,3
2840,4
2841,8
2842,5
2843,8
2844,7
2845,4
2846,10
2847,3
2848,4
2849,4
2850,8
2851,3
2852,0
2853,5
2854,6
2855,7
2856,3
2857,5
2858,9
2859,5
2860,6
2861,6
2862,2
2863,7
2864,7
2865,7
2866,4
2867,6
2868,3
2869,1
2870,6
2871,5
2872,6
2873,7
2874,3
2875,4
2876,7
2877,3
2878,4
2879,6
2880,4
2881,5
2882,5
2883,2
2884,5
2885,6
2886,3
2887,7
2888,6
2889,5
2890,2
2891,5
2892,10
2893,6
2894,4
2895,5
2896,7
2897,8
2898,2
2899,7
2900,6
2901,10
2902,7
2903,2
2904,4
2905,3
2906,2
2907,5
2908,8
2909,7
2910,5
2911,12
2912,6
2913,6
2914,2
2915,2
2916,5
2917,4
2918,6
2919,3
2920,6
2921,8
2922,1
2923,9
2924,6
2925,4
2926,6
2927,7
2928,3
2929,7
2930,6
2931,4
2932,6
2933,5
2934,8
2935,7
2936,9
2937,1
2938,5
2939,10
2940,2
2941,5
2942,7
2943,4
2944,8
2945,6
2946,5
2947,3
2948,3
2949,3
2950,6
2951,5
2952,2
2953,3
2954,8
2955,8
2956,4
2957,10
2958,8
2959,2
2960,9
2961,6
2962,2
2963,3
2964,5
2965,5
2966,2
2967,6
2968,4
2969,4
2970,3
2971,12
2972,5
2973,9
2974,4
2975,6
2976,3
2977,3
2978,7
2979,3
2980,7
2981,3
2982,3
2983,4
2984,6
2985,3
2986,5
2987,8
2988,6
2989,3
2990,6
2991,2
2992,5
2993,7
2994,8
2995,1
2996,4
